41107,480.3
41108,495.8
41109,510.5
41110,524.5
41111,535.6
41112,548.5
41113,554.4
41114,558.6
41115,566.6
41116,565.8
41117,507.4
41118,508.1
41119,598.9
41120,593.3
41121,579.4
41122,532.7
41123,409.4
41124,168.4
41125,306
41126,585.7
41127,526.3
41128,465.9
41129,101
41130,146.5
41131,144.6
41132,318.3
41133,210.6
41134,236.6
41135,115.5
41136,135.5
41137,34.8
41138,88.6
41139,152.3
41140,96.4
41141,44.2
41142,21.1
41143,18.7
41144,12
41145,4.4
41146,1
41147,0
41148,0
41149,0
41150,0
41151,0
41152,0
41153,0
41154,0
41155,0
41156,0
41157,0
41158,0
41159,0
41160,0
41161,0
41162,0
41163,0
41164,0
41165,0
41166,0
41167,0
41168,0
41169,0
41170,0
41171,0
41172,0
41173,0
41174,0
41175,0
41176,0
41177,0
41178,0
41179,0
41180,0
41181,0
41182,0
41183,0
41184,0
41185,0
41186,0
41187,0
41188,0
41189,0
41190,0
41191,0
41192,0
41193,0
41194,0
41195,0
41196,0
41197,0
41198,0
41199,0
41200,0
41201,0
41202,0
41203,0
41204,0
41205,0
41206,0
41207,0
41208,0
41209,0
41210,0
41211,0
41212,0
41213,0
41214,0
41215,0
41216,0
41217,0
41218,0
41219,0
41220,0
41221,0
41222,0
41223,0
41224,1.5
41225,5.2
41226,13.2
41227,32.6
41228,63.4
41229,92
41230,81.6
41231,123
41232,169.2
41233,132.8
41234,152.1
41235,177.9
41236,165.6
41237,189.6
41238,237.4
41239,259.9
41240,244.9
41241,441
41242,449.8
41243,479.7
41244,471
41245,471.3
41246,485.9
41247,502.9
41248,517.1
41249,530.2
41250,542.9
41251,564.3
41252,566.9
41253,554
41254,613.7
41255,229.8
41256,549.2
41257,491.2
41258,621.6
41259,706
41260,582.1
41261,209.9
41262,190.1
41263,418.1
41264,562.4
41265,565.8
41266,423.8
41267,283.5
41268,568.9
41269,610.8
41270,408.3
41271,157.8
41272,383.4
41273,381.6
41274,164.6
41275,477.1
41276,258.7
41277,114.8
41278,119.9
41279,107.1
41280,95.3
41281,74
41282,52.1
41283,38
41284,39.2
41285,39.8
41286,23.4
41287,13.1
41288,5.1
41289,1.7
41290,0.1
41291,0
41292,0
41293,0
41294,0
41295,0
41296,0
41297,0
41298,0
41299,0
41300,0
41301,0
41302,0
41303,0
41304,0
41305,0
41306,0
41307,0
41308,0
41309,0
41310,0
41311,0
41312,0
41313,0
41314,0
41315,0
41316,0
41317,0
41318,0
41319,0
41320,0
41321,0
41322,0
41323,0
41324,0
41325,0
41326,0
41327,0
41328,0
41329,0
41330,0
41331,0
41332,0
41333,0
41334,0
41335,0
41336,0
41337,0
41338,0
41339,0
41340,0
41341,0
41342,0
41343,0
41344,0
41345,0
41346,0
41347,0
41348,0
41349,0
41350,0
41351,0
41352,0
41353,0
41354,0
41355,0
41356,0
41357,0
41358,0
41359,0
41360,0
41361,0
41362,0
41363,0
41364,0
41365,0
41366,0
41367,0
41368,1
41369,3.4
41370,5.9
41371,14.7
41372,22.3
41373,24.5
41374,41.7
41375,61.5
41376,72.9
41377,88.3
41378,127.4
41379,100
41380,94.5
41381,121.1
41382,363.2
41383,349.4
41384,369.1
41385,388.6
41386,408
41387,423.5
41388,442.2
41389,461.2
41390,475.5
41391,493.2
41392,507.4
41393,512.6
41394,519.5
41395,542.9
41396,558.6
41397,379.5
41398,452.2
41399,326.1
41400,370.1
41401,109.7
41402,133.3
41403,180.7
41404,243.8
41405,236.4
41406,432.5
41407,589.2
41408,466.8
41409,296.2
41410,345.2
41411,557.8
41412,332.8
41413,89
41414,154.4
41415,83.7
41416,429
41417,437.5
41418,441.3
41419,136.5
41420,42.3
41421,35.4
41422,51.6
41423,51.4
41424,61.7
41425,89
41426,72.8
41427,37.6
41428,11.9
41429,4.2
41430,5.5
41431,3.9
41432,3.5
41433,0.8
41434,0
41435,0
41436,0
41437,0
41438,0
41439,0
41440,0
41441,0
41442,0
41443,0
41444,0
41445,0
41446,0
41447,0
41448,0
41449,0
41450,0
41451,0
41452,0
41453,0
41454,0
41455,0
41456,0
41457,0
41458,0
41459,0
41460,0
41461,0
41462,0
41463,0
41464,0
41465,0
41466,0
41467,0
41468,0
41469,0
41470,0
41471,0
41472,0
41473,0
41474,0
41475,0
41476,0
41477,0
41478,0
41479,0
