1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,19.040376171832
51,40.5181522010752
52,61.3498879343012
53,81.4959356691588
54,100.917952657243
55,119.578974105526
56,137.443483555349
57,154.477480504946
58,170.648545146771
59,185.925900096366
60,200.280468995219
61,213.684931876055
62,226.113777185107
63,237.543350362337
64,247.951898887077
65,257.319613703318
66,265.628666945761
67,272.863245894772
68,279.009583095584
69,284.055982584363
70,287.992842171187
71,290.812671737488
72,292.510107513078
73,293.081922305566
74,292.527031662636
75,290.846495955429
76,288.043518379032
77,284.123438873833
78,279.093723979288
79,272.963952639367
80,265.745797986675
81,257.453005139884
82,248.101365056693
83,237.708684492087
84,226.294752119005
85,213.881300875916
86,200.491966612912
87,186.152243115038
88,170.889433588412
89,154.732598701478
90,137.712501280269
91,119.861547762914
92,101.21372652482
93,81.8045431919057
94,61.6709530649903
95,40.8512907839578
96,19.3851973655559
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,20.4042719844388
195,41.8952155784137
196,62.7395994957212
197,82.8977527025981
198,102.331310123421
199,121.003285685662
200,138.878142740447
201,155.921861724644
202,172.102004935633
203,187.387778295461
204,201.750089986737
205,215.16160584864
