"id","day","wd","minute10","W"
13440,94,5,48,334.5
13441,94,5,49,329
13442,94,5,50,337.5
13443,94,5,51,363.5
13444,94,5,52,360
13445,94,5,53,349
13446,94,5,54,342.5
13447,94,5,55,341.5
13448,94,5,56,344
13449,94,5,57,353.5
13450,94,5,58,360
13451,94,5,59,345.5
13452,94,5,60,335
13453,94,5,61,351
13454,94,5,62,348
13455,94,5,63,345.5
13456,94,5,64,334.5
13457,94,5,65,328.5
13458,94,5,66,358
13459,94,5,67,361
13460,94,5,68,346
13461,94,5,69,331
13462,94,5,70,333.5
13463,94,5,71,332.5
13464,94,5,72,335.5
13465,94,5,73,349
13466,94,5,74,368
13467,94,5,75,376
13468,94,5,76,346.5
13469,94,5,77,332.5
13470,94,5,78,335.5
13471,94,5,79,332
13472,94,5,80,369
13473,94,5,81,347
13474,94,5,82,335.5
13475,94,5,83,319.5
13476,94,5,84,333.5
13477,94,5,85,351.5
13478,94,5,86,347.5
13479,94,5,87,352
13480,94,5,88,334.5
13481,94,5,89,351
13482,94,5,90,357.5
13483,94,5,91,365.5
13484,94,5,92,360
13485,94,5,93,354.5
13486,94,5,94,349.5
13487,94,5,95,379.5
13488,94,5,96,384
13489,94,5,97,400.5
13490,94,5,98,422
13491,94,5,99,420
13492,94,5,100,435
13493,94,5,101,461
13494,94,5,102,462
13495,94,5,103,448
13496,94,5,104,449
13497,94,5,105,460
13498,94,5,106,459.5
13499,94,5,107,483.5
13500,94,5,108,468
13501,94,5,109,481
13502,94,5,110,482.5
13503,94,5,111,479
13504,94,5,112,493
13505,94,5,113,498.5
13506,94,5,114,503
13507,94,5,115,492
13508,94,5,116,516
13509,94,5,117,519.5
13510,94,5,118,545
13511,94,5,119,549
13512,94,5,120,563.5
13513,94,5,121,552
13514,94,5,122,545.5
13515,94,5,123,538
13516,94,5,124,521.5
13517,94,5,125,527.5
13518,94,5,126,524.5
13519,94,5,127,520
13520,94,5,128,517
13521,94,5,129,506.5
13522,94,5,130,493.5
13523,94,5,131,486.5
13524,94,5,132,469.5
13525,94,5,133,454
13526,94,5,134,448
13527,94,5,135,427.5
13528,94,5,136,432.5
13529,94,5,137,422
13530,94,5,138,403.5
13531,94,5,139,384
13532,94,5,140,367.5
13533,94,5,141,338.5
13534,94,5,142,326
13535,94,5,143,313
13536,94,5,144,302.5
13537,95,6,1,281.5
13538,95,6,2,269.5
13539,95,6,3,254.5
13540,95,6,4,246
13541,95,6,5,235.5
13542,95,6,6,229.5
13543,95,6,7,227
13544,95,6,8,214
13545,95,6,9,211.5
13546,95,6,10,209.5
13547,95,6,11,209.5
13548,95,6,12,203
13549,95,6,13,196.5
13550,95,6,14,188
13551,95,6,15,178
13552,95,6,16,171
13553,95,6,17,179.5
13554,95,6,18,179
13555,95,6,19,180.5
13556,95,6,20,175.5
13557,95,6,21,173
13558,95,6,22,166.5
13559,95,6,23,172
13560,95,6,24,170
13561,95,6,25,171
13562,95,6,26,169
13563,95,6,27,169.5
13564,95,6,28,167
13565,95,6,29,172.5
13566,95,6,30,170
13567,95,6,31,168
13568,95,6,32,172
13569,95,6,33,173
13570,95,6,34,173.5
13571,95,6,35,172.5
13572,95,6,36,171
13573,95,6,37,183.5
13574,95,6,38,182.5
13575,95,6,39,188
13576,95,6,40,196.5
13577,95,6,41,206
13578,95,6,42,216
13579,95,6,43,223.5
13580,95,6,44,241
13581,95,6,45,263
13582,95,6,46,281
13583,95,6,47,287.5
13584,95,6,48,296
13585,95,6,49,289
13586,95,6,50,304
13587,95,6,51,318.5
13588,95,6,52,336.5
13589,95,6,53,313
13590,95,6,54,338
13591,95,6,55,354
13592,95,6,56,378
13593,95,6,57,374
13594,95,6,58,386.5
13595,95,6,59,369
13596,95,6,60,375.5
13597,95,6,61,378.5
13598,95,6,62,412.5
13599,95,6,63,411.5
13600,95,6,64,413
13601,95,6,65,418
13602,95,6,66,420
13603,95,6,67,425.5
13604,95,6,68,398
13605,95,6,69,412.5
13606,95,6,70,427.5
13607,95,6,71,425
13608,95,6,72,427
13609,95,6,73,414
13610,95,6,74,471.5
13611,95,6,75,483.5
13612,95,6,76,438
13613,95,6,77,429
13614,95,6,78,471.5
13615,95,6,79,461
13616,95,6,80,459
13617,95,6,81,466.5
13618,95,6,82,450
13619,95,6,83,421.5
13620,95,6,84,432
13621,95,6,85,439.5
13622,95,6,86,421.5
13623,95,6,87,411
13624,95,6,88,404.5
13625,95,6,89,412.5
13626,95,6,90,402.5
13627,95,6,91,419.5
13628,95,6,92,414.5
13629,95,6,93,398
13630,95,6,94,402.5
13631,95,6,95,384.5
13632,95,6,96,404
13633,95,6,97,410
13634,95,6,98,420
13635,95,6,99,423
13636,95,6,100,423.5
13637,95,6,101,451.5
13638,95,6,102,477.5
13639,95,6,103,433.5
13640,95,6,104,463.5
13641,95,6,105,435
13642,95,6,106,460
13643,95,6,107,471
13644,95,6,108,448
13645,95,6,109,444.5
13646,95,6,110,477
13647,95,6,111,464.5
13648,95,6,112,494
13649,95,6,113,496
13650,95,6,114,492
13651,95,6,115,491.5
13652,95,6,116,504.5
13653,95,6,117,500.5
13654,95,6,118,527
13655,95,6,119,541
13656,95,6,120,543.5
13657,95,6,121,520.5
13658,95,6,122,529.5
13659,95,6,123,530.5
13660,95,6,124,517
13661,95,6,125,513.5
13662,95,6,126,500
13663,95,6,127,500.5
13664,95,6,128,492.5
13665,95,6,129,470
13666,95,6,130,472.5
13667,95,6,131,473
13668,95,6,132,467
13669,95,6,133,444.5
13670,95,6,134,438
13671,95,6,135,416
13672,95,6,136,411
13673,95,6,137,404
13674,95,6,138,382.5
13675,95,6,139,369
13676,95,6,140,348
13677,95,6,141,333.5
13678,95,6,142,317.5
13679,95,6,143,313.5
13680,95,6,144,295.5
13681,96,7,1,281.5
13682,96,7,2,269.5
13683,96,7,3,254.5
13684,96,7,4,246
13685,96,7,5,235.5
13686,96,7,6,229.5
13687,96,7,7,227
13688,96,7,8,214
13689,96,7,9,211.5
13690,96,7,10,209.5
13691,96,7,11,209.5
13692,96,7,12,203
13693,96,7,13,196.5
13694,96,7,14,188
13695,96,7,15,178
13696,96,7,16,171
13697,96,7,17,179.5
13698,96,7,18,179
13699,96,7,19,180.5
13700,96,7,20,175.5
13701,96,7,21,173
13702,96,7,22,166.5
13703,96,7,23,172
13704,96,7,24,170
13705,96,7,25,171
13706,96,7,26,169
13707,96,7,27,169.5
13708,96,7,28,167
13709,96,7,29,172.5
13710,96,7,30,170
13711,96,7,31,168
13712,96,7,32,172
13713,96,7,33,173
13714,96,7,34,173.5
13715,96,7,35,172.5
13716,96,7,36,171
13717,96,7,37,183.5
13718,96,7,38,182.5
13719,96,7,39,188
13720,96,7,40,196.5
13721,96,7,41,206
13722,96,7,42,216
13723,96,7,43,223.5
13724,96,7,44,241
13725,96,7,45,263
13726,96,7,46,281
13727,96,7,47,287.5
13728,96,7,48,296
13729,96,7,49,289
13730,96,7,50,304
13731,96,7,51,318.5
13732,96,7,52,336.5
13733,96,7,53,313
13734,96,7,54,338
13735,96,7,55,354
13736,96,7,56,378
13737,96,7,57,374
13738,96,7,58,386.5
13739,96,7,59,369
13740,96,7,60,375.5
13741,96,7,61,378.5
13742,96,7,62,412.5
13743,96,7,63,411.5
13744,96,7,64,413
13745,96,7,65,418
13746,96,7,66,420
13747,96,7,67,425.5
13748,96,7,68,398
13749,96,7,69,412.5
13750,96,7,70,427.5
13751,96,7,71,425
13752,96,7,72,427
13753,96,7,73,414
13754,96,7,74,471.5
13755,96,7,75,483.5
13756,96,7,76,438
13757,96,7,77,429
13758,96,7,78,471.5
13759,96,7,79,461
13760,96,7,80,459
13761,96,7,81,466.5
13762,96,7,82,450
13763,96,7,83,421.5
13764,96,7,84,432
13765,96,7,85,439.5
13766,96,7,86,421.5
13767,96,7,87,411
13768,96,7,88,404.5
13769,96,7,89,412.5
13770,96,7,90,402.5
13771,96,7,91,419.5
13772,96,7,92,414.5
13773,96,7,93,398
13774,96,7,94,402.5
13775,96,7,95,384.5
13776,96,7,96,404
13777,96,7,97,410
13778,96,7,98,420
13779,96,7,99,423
13780,96,7,100,423.5
13781,96,7,101,451.5
13782,96,7,102,477.5
13783,96,7,103,433.5
13784,96,7,104,463.5
13785,96,7,105,435
13786,96,7,106,460
13787,96,7,107,471
13788,96,7,108,448
13789,96,7,109,444.5
13790,96,7,110,477
13791,96,7,111,464.5
13792,96,7,112,494
13793,96,7,113,496
13794,96,7,114,492
13795,96,7,115,491.5
13796,96,7,116,504.5
13797,96,7,117,500.5
13798,96,7,118,527
13799,96,7,119,541
13800,96,7,120,543.5
13801,96,7,121,520.5
13802,96,7,122,529.5
13803,96,7,123,530.5
13804,96,7,124,517
13805,96,7,125,513.5
13806,96,7,126,500
13807,96,7,127,500.5
13808,96,7,128,492.5
13809,96,7,129,470
13810,96,7,130,472.5
13811,96,7,131,473
13812,96,7,132,467
13813,96,7,133,444.5
13814,96,7,134,438
13815,96,7,135,416
13816,96,7,136,411
13817,96,7,137,404
13818,96,7,138,382.5
13819,96,7,139,369
13820,96,7,140,348
13821,96,7,141,333.5
13822,96,7,142,317.5
13823,96,7,143,313.5
13824,96,7,144,295.5
13825,97,1,1,286
13826,97,1,2,267.5
13827,97,1,3,258.5
13828,97,1,4,250
13829,97,1,5,236.5
13830,97,1,6,234
13831,97,1,7,231
13832,97,1,8,216.5
13833,97,1,9,212.5
13834,97,1,10,209.5
13835,97,1,11,203
13836,97,1,12,197.5
13837,97,1,13,186.5
13838,97,1,14,169
13839,97,1,15,169
13840,97,1,16,170.5
13841,97,1,17,172
13842,97,1,18,174
13843,97,1,19,174.5
13844,97,1,20,171.5
13845,97,1,21,171.5
13846,97,1,22,167
13847,97,1,23,167.5
13848,97,1,24,167
13849,97,1,25,166.5
13850,97,1,26,166.5
13851,97,1,27,165
13852,97,1,28,162.5
13853,97,1,29,170
13854,97,1,30,169
13855,97,1,31,168.5
13856,97,1,32,170
13857,97,1,33,174
13858,97,1,34,178
13859,97,1,35,181
13860,97,1,36,185.5
13861,97,1,37,197.5
13862,97,1,38,204
13863,97,1,39,216.5
13864,97,1,40,229
13865,97,1,41,253.5
13866,97,1,42,249
13867,97,1,43,255.5
13868,97,1,44,273.5
13869,97,1,45,282.5
13870,97,1,46,307
13871,97,1,47,327.5
13872,97,1,48,334.5
13873,97,1,49,329
13874,97,1,50,337.5
13875,97,1,51,363.5
13876,97,1,52,360
13877,97,1,53,349
13878,97,1,54,342.5
13879,97,1,55,341.5
13880,97,1,56,344
13881,97,1,57,353.5
13882,97,1,58,360
13883,97,1,59,345.5
13884,97,1,60,335
13885,97,1,61,351
13886,97,1,62,348
13887,97,1,63,345.5
13888,97,1,64,334.5
13889,97,1,65,328.5
13890,97,1,66,358
13891,97,1,67,361
13892,97,1,68,346
13893,97,1,69,331
13894,97,1,70,333.5
13895,97,1,71,332.5
13896,97,1,72,335.5
13897,97,1,73,349
13898,97,1,74,368
13899,97,1,75,376
13900,97,1,76,346.5
13901,97,1,77,332.5
13902,97,1,78,335.5
13903,97,1,79,332
13904,97,1,80,369
13905,97,1,81,347
13906,97,1,82,335.5
13907,97,1,83,319.5
13908,97,1,84,333.5
13909,97,1,85,351.5
13910,97,1,86,347.5
13911,97,1,87,352
13912,97,1,88,334.5
13913,97,1,89,351
13914,97,1,90,357.5
13915,97,1,91,365.5
13916,97,1,92,360
13917,97,1,93,354.5
13918,97,1,94,349.5
13919,97,1,95,379.5
13920,97,1,96,384
13921,97,1,97,400.5
13922,97,1,98,422
13923,97,1,99,420
13924,97,1,100,435
13925,97,1,101,461
13926,97,1,102,462
13927,97,1,103,448
13928,97,1,104,449
13929,97,1,105,460
13930,97,1,106,459.5
13931,97,1,107,483.5
13932,97,1,108,468
13933,97,1,109,481
13934,97,1,110,482.5
13935,97,1,111,479
13936,97,1,112,493
13937,97,1,113,498.5
13938,97,1,114,503
13939,97,1,115,492
13940,97,1,116,516
13941,97,1,117,519.5
13942,97,1,118,545
13943,97,1,119,549
13944,97,1,120,563.5
13945,97,1,121,552
13946,97,1,122,545.5
13947,97,1,123,538
13948,97,1,124,521.5
13949,97,1,125,527.5
13950,97,1,126,524.5
13951,97,1,127,520
13952,97,1,128,517
13953,97,1,129,506.5
13954,97,1,130,493.5
13955,97,1,131,486.5
13956,97,1,132,469.5
13957,97,1,133,454
13958,97,1,134,448
13959,97,1,135,427.5
13960,97,1,136,432.5
13961,97,1,137,422
13962,97,1,138,403.5
13963,97,1,139,384
13964,97,1,140,367.5
13965,97,1,141,338.5
13966,97,1,142,326
13967,97,1,143,313
13968,97,1,144,302.5
13969,98,2,1,286
13970,98,2,2,267.5
13971,98,2,3,258.5
13972,98,2,4,250
13973,98,2,5,236.5
13974,98,2,6,234
13975,98,2,7,231
13976,98,2,8,216.5
13977,98,2,9,212.5
13978,98,2,10,209.5
13979,98,2,11,203
13980,98,2,12,197.5
13981,98,2,13,186.5
13982,98,2,14,169
13983,98,2,15,169
13984,98,2,16,170.5
13985,98,2,17,172
13986,98,2,18,174
13987,98,2,19,174.5
13988,98,2,20,171.5
13989,98,2,21,171.5
13990,98,2,22,167
13991,98,2,23,167.5
13992,98,2,24,167
13993,98,2,25,166.5
13994,98,2,26,166.5
13995,98,2,27,165
13996,98,2,28,162.5
13997,98,2,29,170
13998,98,2,30,169
13999,98,2,31,168.5
14000,98,2,32,170
14001,98,2,33,174
14002,98,2,34,178
14003,98,2,35,181
14004,98,2,36,185.5
14005,98,2,37,197.5
14006,98,2,38,204
14007,98,2,39,216.5
14008,98,2,40,229
14009,98,2,41,253.5
14010,98,2,42,249
14011,98,2,43,255.5
14012,98,2,44,273.5
14013,98,2,45,282.5
14014,98,2,46,307
14015,98,2,47,327.5
14016,98,2,48,334.5
14017,98,2,49,329
14018,98,2,50,337.5
14019,98,2,51,363.5
14020,98,2,52,360
14021,98,2,53,349
14022,98,2,54,342.5
14023,98,2,55,341.5
14024,98,2,56,344
14025,98,2,57,353.5
14026,98,2,58,360
14027,98,2,59,345.5
14028,98,2,60,335
14029,98,2,61,351
14030,98,2,62,348
14031,98,2,63,345.5
14032,98,2,64,334.5
14033,98,2,65,328.5
14034,98,2,66,358
14035,98,2,67,361
14036,98,2,68,346
14037,98,2,69,331
14038,98,2,70,333.5
14039,98,2,71,332.5
14040,98,2,72,335.5
14041,98,2,73,349
14042,98,2,74,368
14043,98,2,75,376
14044,98,2,76,346.5
14045,98,2,77,332.5
14046,98,2,78,335.5
14047,98,2,79,332
14048,98,2,80,369
14049,98,2,81,347
14050,98,2,82,335.5
14051,98,2,83,319.5
14052,98,2,84,333.5
14053,98,2,85,351.5
14054,98,2,86,347.5
14055,98,2,87,352
14056,98,2,88,334.5
14057,98,2,89,351
14058,98,2,90,357.5
14059,98,2,91,365.5
14060,98,2,92,360
14061,98,2,93,354.5
14062,98,2,94,349.5
14063,98,2,95,379.5
14064,98,2,96,384
14065,98,2,97,400.5
14066,98,2,98,422
14067,98,2,99,420
14068,98,2,100,435
14069,98,2,101,461
14070,98,2,102,462
14071,98,2,103,448
14072,98,2,104,449
14073,98,2,105,460
14074,98,2,106,459.5
14075,98,2,107,483.5
14076,98,2,108,468
14077,98,2,109,481
14078,98,2,110,482.5
14079,98,2,111,479
14080,98,2,112,493
14081,98,2,113,498.5
14082,98,2,114,503
14083,98,2,115,492
14084,98,2,116,516
14085,98,2,117,519.5
14086,98,2,118,545
14087,98,2,119,549
14088,98,2,120,563.5
14089,98,2,121,552
14090,98,2,122,545.5
14091,98,2,123,538
14092,98,2,124,521.5
14093,98,2,125,527.5
14094,98,2,126,524.5
14095,98,2,127,520
14096,98,2,128,517
14097,98,2,129,506.5
14098,98,2,130,493.5
14099,98,2,131,486.5
14100,98,2,132,469.5
14101,98,2,133,454
14102,98,2,134,448
14103,98,2,135,427.5
14104,98,2,136,432.5
14105,98,2,137,422
14106,98,2,138,403.5
14107,98,2,139,384
14108,98,2,140,367.5
14109,98,2,141,338.5
14110,98,2,142,326
14111,98,2,143,313
14112,98,2,144,302.5
14113,99,3,1,286
14114,99,3,2,267.5
14115,99,3,3,258.5
14116,99,3,4,250
14117,99,3,5,236.5
14118,99,3,6,234
14119,99,3,7,231
14120,99,3,8,216.5
14121,99,3,9,212.5
14122,99,3,10,209.5
14123,99,3,11,203
14124,99,3,12,197.5
14125,99,3,13,186.5
14126,99,3,14,169
14127,99,3,15,169
14128,99,3,16,170.5
14129,99,3,17,172
14130,99,3,18,174
14131,99,3,19,174.5
14132,99,3,20,171.5
14133,99,3,21,171.5
14134,99,3,22,167
14135,99,3,23,167.5
14136,99,3,24,167
14137,99,3,25,166.5
14138,99,3,26,166.5
14139,99,3,27,165
14140,99,3,28,162.5
14141,99,3,29,170
14142,99,3,30,169
14143,99,3,31,168.5
14144,99,3,32,170
14145,99,3,33,174
14146,99,3,34,178
14147,99,3,35,181
14148,99,3,36,185.5
14149,99,3,37,197.5
14150,99,3,38,204
14151,99,3,39,216.5
14152,99,3,40,229
14153,99,3,41,253.5
14154,99,3,42,249
14155,99,3,43,255.5
14156,99,3,44,273.5
14157,99,3,45,282.5
14158,99,3,46,307
14159,99,3,47,327.5
14160,99,3,48,334.5
14161,99,3,49,329
14162,99,3,50,337.5
14163,99,3,51,363.5
14164,99,3,52,360
14165,99,3,53,349
14166,99,3,54,342.5
14167,99,3,55,341.5
14168,99,3,56,344
14169,99,3,57,353.5
14170,99,3,58,360
14171,99,3,59,345.5
14172,99,3,60,335
14173,99,3,61,351
14174,99,3,62,348
14175,99,3,63,345.5
14176,99,3,64,334.5
14177,99,3,65,328.5
14178,99,3,66,358
14179,99,3,67,361
14180,99,3,68,346
14181,99,3,69,331
14182,99,3,70,333.5
14183,99,3,71,332.5
14184,99,3,72,335.5
14185,99,3,73,349
14186,99,3,74,368
14187,99,3,75,376
14188,99,3,76,346.5
14189,99,3,77,332.5
14190,99,3,78,335.5
14191,99,3,79,332
14192,99,3,80,369
14193,99,3,81,347
14194,99,3,82,335.5
14195,99,3,83,319.5
14196,99,3,84,333.5
14197,99,3,85,351.5
14198,99,3,86,347.5
14199,99,3,87,352
14200,99,3,88,334.5
14201,99,3,89,351
14202,99,3,90,357.5
14203,99,3,91,365.5
14204,99,3,92,360
14205,99,3,93,354.5
14206,99,3,94,349.5
14207,99,3,95,379.5
14208,99,3,96,384
14209,99,3,97,400.5
14210,99,3,98,422
14211,99,3,99,420
14212,99,3,100,435
14213,99,3,101,461
14214,99,3,102,462
14215,99,3,103,448
14216,99,3,104,449
14217,99,3,105,460
14218,99,3,106,459.5
14219,99,3,107,483.5
14220,99,3,108,468
14221,99,3,109,481
14222,99,3,110,482.5
14223,99,3,111,479
14224,99,3,112,493
14225,99,3,113,498.5
14226,99,3,114,503
14227,99,3,115,492
14228,99,3,116,516
14229,99,3,117,519.5
14230,99,3,118,545
14231,99,3,119,549
14232,99,3,120,563.5
14233,99,3,121,552
14234,99,3,122,545.5
14235,99,3,123,538
14236,99,3,124,521.5
14237,99,3,125,527.5
14238,99,3,126,524.5
14239,99,3,127,520
14240,99,3,128,517
14241,99,3,129,506.5
14242,99,3,130,493.5
14243,99,3,131,486.5
14244,99,3,132,469.5
14245,99,3,133,454
14246,99,3,134,448
14247,99,3,135,427.5
14248,99,3,136,432.5
14249,99,3,137,422
14250,99,3,138,403.5
14251,99,3,139,384
14252,99,3,140,367.5
14253,99,3,141,338.5
14254,99,3,142,326
14255,99,3,143,313
14256,99,3,144,302.5
14257,100,4,1,286
14258,100,4,2,267.5
14259,100,4,3,258.5
14260,100,4,4,250
14261,100,4,5,236.5
14262,100,4,6,234
14263,100,4,7,231
14264,100,4,8,216.5
14265,100,4,9,212.5
14266,100,4,10,209.5
14267,100,4,11,203
14268,100,4,12,197.5
14269,100,4,13,186.5
14270,100,4,14,169
14271,100,4,15,169
14272,100,4,16,170.5
14273,100,4,17,172
14274,100,4,18,174
14275,100,4,19,174.5
14276,100,4,20,171.5
14277,100,4,21,171.5
14278,100,4,22,167
14279,100,4,23,167.5
14280,100,4,24,167
14281,100,4,25,166.5
14282,100,4,26,166.5
14283,100,4,27,165
14284,100,4,28,162.5
14285,100,4,29,170
14286,100,4,30,169
14287,100,4,31,168.5
14288,100,4,32,170
14289,100,4,33,174
14290,100,4,34,178
14291,100,4,35,181
14292,100,4,36,185.5
14293,100,4,37,197.5
14294,100,4,38,204
14295,100,4,39,216.5
14296,100,4,40,229
14297,100,4,41,253.5
14298,100,4,42,249
14299,100,4,43,255.5
14300,100,4,44,273.5
14301,100,4,45,282.5
14302,100,4,46,307
14303,100,4,47,327.5
14304,100,4,48,334.5
14305,100,4,49,329
14306,100,4,50,337.5
14307,100,4,51,363.5
14308,100,4,52,360
14309,100,4,53,349
14310,100,4,54,342.5
14311,100,4,55,341.5
14312,100,4,56,344
14313,100,4,57,353.5
14314,100,4,58,360
14315,100,4,59,345.5
14316,100,4,60,335
14317,100,4,61,351
14318,100,4,62,348
14319,100,4,63,345.5
14320,100,4,64,334.5
14321,100,4,65,328.5
14322,100,4,66,358
14323,100,4,67,361
14324,100,4,68,346
14325,100,4,69,331
14326,100,4,70,333.5
14327,100,4,71,332.5
14328,100,4,72,335.5
14329,100,4,73,349
14330,100,4,74,368
14331,100,4,75,376
14332,100,4,76,346.5
14333,100,4,77,332.5
14334,100,4,78,335.5
14335,100,4,79,332
14336,100,4,80,369
14337,100,4,81,347
14338,100,4,82,335.5
14339,100,4,83,319.5
14340,100,4,84,333.5
14341,100,4,85,351.5
14342,100,4,86,347.5
14343,100,4,87,352
14344,100,4,88,334.5
14345,100,4,89,351
14346,100,4,90,357.5
14347,100,4,91,365.5
14348,100,4,92,360
14349,100,4,93,354.5
14350,100,4,94,349.5
14351,100,4,95,379.5
14352,100,4,96,384
14353,100,4,97,400.5
14354,100,4,98,422
14355,100,4,99,420
14356,100,4,100,435
14357,100,4,101,461
14358,100,4,102,462
14359,100,4,103,448
14360,100,4,104,449
14361,100,4,105,460
14362,100,4,106,459.5
14363,100,4,107,483.5
14364,100,4,108,468
14365,100,4,109,481
14366,100,4,110,482.5
14367,100,4,111,479
14368,100,4,112,493
14369,100,4,113,498.5
14370,100,4,114,503
14371,100,4,115,492
14372,100,4,116,516
14373,100,4,117,519.5
14374,100,4,118,545
14375,100,4,119,549
14376,100,4,120,563.5
14377,100,4,121,552
14378,100,4,122,545.5
14379,100,4,123,538
14380,100,4,124,521.5
14381,100,4,125,527.5
14382,100,4,126,524.5
14383,100,4,127,520
14384,100,4,128,517
14385,100,4,129,506.5
14386,100,4,130,493.5
14387,100,4,131,486.5
14388,100,4,132,469.5
14389,100,4,133,454
14390,100,4,134,448
14391,100,4,135,427.5
14392,100,4,136,432.5
14393,100,4,137,422
14394,100,4,138,403.5
14395,100,4,139,384
14396,100,4,140,367.5
14397,100,4,141,338.5
14398,100,4,142,326
14399,100,4,143,313
14400,100,4,144,302.5
14401,101,5,1,286
14402,101,5,2,267.5
14403,101,5,3,258.5
14404,101,5,4,250
14405,101,5,5,236.5
14406,101,5,6,234
14407,101,5,7,231
14408,101,5,8,216.5
14409,101,5,9,212.5
14410,101,5,10,209.5
14411,101,5,11,203
14412,101,5,12,197.5
14413,101,5,13,186.5
14414,101,5,14,169
14415,101,5,15,169
14416,101,5,16,170.5
14417,101,5,17,172
14418,101,5,18,174
14419,101,5,19,174.5
14420,101,5,20,171.5
14421,101,5,21,171.5
14422,101,5,22,167
14423,101,5,23,167.5
14424,101,5,24,167
14425,101,5,25,166.5
14426,101,5,26,166.5
14427,101,5,27,165
14428,101,5,28,162.5
14429,101,5,29,170
14430,101,5,30,169
14431,101,5,31,168.5
14432,101,5,32,170
14433,101,5,33,174
14434,101,5,34,178
14435,101,5,35,181
14436,101,5,36,185.5
14437,101,5,37,197.5
14438,101,5,38,204
14439,101,5,39,216.5
14440,101,5,40,229
14441,101,5,41,253.5
14442,101,5,42,249
14443,101,5,43,255.5
14444,101,5,44,273.5
14445,101,5,45,282.5
14446,101,5,46,307
14447,101,5,47,327.5
14448,101,5,48,334.5
14449,101,5,49,329
14450,101,5,50,337.5
14451,101,5,51,363.5
14452,101,5,52,360
14453,101,5,53,349
14454,101,5,54,342.5
14455,101,5,55,341.5
14456,101,5,56,344
14457,101,5,57,353.5
14458,101,5,58,360
14459,101,5,59,345.5
14460,101,5,60,335
14461,101,5,61,351
14462,101,5,62,348
14463,101,5,63,345.5
14464,101,5,64,334.5
14465,101,5,65,328.5
14466,101,5,66,358
14467,101,5,67,361
14468,101,5,68,346
14469,101,5,69,331
14470,101,5,70,333.5
14471,101,5,71,332.5
14472,101,5,72,335.5
14473,101,5,73,349
14474,101,5,74,368
14475,101,5,75,376
14476,101,5,76,346.5
14477,101,5,77,332.5
14478,101,5,78,335.5
14479,101,5,79,332
14480,101,5,80,369
14481,101,5,81,347
14482,101,5,82,335.5
14483,101,5,83,319.5
14484,101,5,84,333.5
14485,101,5,85,351.5
14486,101,5,86,347.5
14487,101,5,87,352
14488,101,5,88,334.5
14489,101,5,89,351
14490,101,5,90,357.5
14491,101,5,91,365.5
14492,101,5,92,360
14493,101,5,93,354.5
14494,101,5,94,349.5
14495,101,5,95,379.5
14496,101,5,96,384
14497,101,5,97,400.5
14498,101,5,98,422
14499,101,5,99,420
14500,101,5,100,435
14501,101,5,101,461
14502,101,5,102,462
14503,101,5,103,448
14504,101,5,104,449
14505,101,5,105,460
14506,101,5,106,459.5
14507,101,5,107,483.5
14508,101,5,108,468
14509,101,5,109,481
14510,101,5,110,482.5
14511,101,5,111,479
14512,101,5,112,493
14513,101,5,113,498.5
14514,101,5,114,503
14515,101,5,115,492
14516,101,5,116,516
14517,101,5,117,519.5
14518,101,5,118,545
14519,101,5,119,549
14520,101,5,120,563.5
14521,101,5,121,552
14522,101,5,122,545.5
14523,101,5,123,538
14524,101,5,124,521.5
14525,101,5,125,527.5
14526,101,5,126,524.5
14527,101,5,127,520
14528,101,5,128,517
14529,101,5,129,506.5
14530,101,5,130,493.5
14531,101,5,131,486.5
14532,101,5,132,469.5
14533,101,5,133,454
14534,101,5,134,448
14535,101,5,135,427.5
14536,101,5,136,432.5
14537,101,5,137,422
14538,101,5,138,403.5
14539,101,5,139,384
14540,101,5,140,367.5
14541,101,5,141,338.5
14542,101,5,142,326
14543,101,5,143,313
14544,101,5,144,302.5
14545,102,6,1,281.5
14546,102,6,2,269.5
14547,102,6,3,254.5
14548,102,6,4,246
14549,102,6,5,235.5
14550,102,6,6,229.5
14551,102,6,7,227
14552,102,6,8,214
14553,102,6,9,211.5
14554,102,6,10,209.5
14555,102,6,11,209.5
14556,102,6,12,203
14557,102,6,13,196.5
14558,102,6,14,188
14559,102,6,15,178
14560,102,6,16,171
14561,102,6,17,179.5
14562,102,6,18,179
14563,102,6,19,180.5
14564,102,6,20,175.5
14565,102,6,21,173
14566,102,6,22,166.5
14567,102,6,23,172
14568,102,6,24,170
14569,102,6,25,171
14570,102,6,26,169
14571,102,6,27,169.5
14572,102,6,28,167
14573,102,6,29,172.5
14574,102,6,30,170
14575,102,6,31,168
14576,102,6,32,172
14577,102,6,33,173
14578,102,6,34,173.5
14579,102,6,35,172.5
14580,102,6,36,171
14581,102,6,37,183.5
14582,102,6,38,182.5
14583,102,6,39,188
14584,102,6,40,196.5
14585,102,6,41,206
14586,102,6,42,216
14587,102,6,43,223.5
14588,102,6,44,241
14589,102,6,45,263
14590,102,6,46,281
14591,102,6,47,287.5
14592,102,6,48,296
14593,102,6,49,289
14594,102,6,50,304
14595,102,6,51,318.5
14596,102,6,52,336.5
14597,102,6,53,313
14598,102,6,54,338
14599,102,6,55,354
14600,102,6,56,378
14601,102,6,57,374
14602,102,6,58,386.5
14603,102,6,59,369
14604,102,6,60,375.5
