1,WtrWd
2,WtrWd
3,WtrSat
4,WtrSun
5,WtrWd
6,WtrWd
7,WtrWd
8,WtrWd
9,WtrWd
10,WtrSat
11,WtrSun
12,WtrWd
13,WtrWd
14,WtrWd
15,WtrWd
16,WtrWd
17,WtrSat
18,WtrSun
19,WtrWd
20,WtrWd
21,WtrWd
22,WtrWd
23,WtrWd
24,WtrSat
25,WtrSun
26,WtrWd
27,WtrWd
28,WtrWd
29,WtrWd
30,WtrWd
31,WtrSat
32,WtrSun
33,WtrWd
34,WtrWd
35,WtrWd
36,WtrWd
37,WtrWd
38,WtrSat
39,WtrSun
40,WtrWd
41,WtrWd
42,WtrWd
43,WtrWd
44,WtrWd
45,WtrSat
46,WtrSun
47,WtrWd
48,WtrWd
49,WtrWd
50,WtrWd
51,WtrWd
52,WtrSat
53,WtrSun
54,WtrWd
55,WtrWd
56,WtrWd
57,WtrWd
58,WtrWd
59,WtrSat
60,WtrSun
61,WtrWd
62,WtrWd
63,WtrWd
64,WtrWd
65,WtrWd
66,WtrSat
67,WtrSun
68,WtrWd
69,WtrWd
70,WtrWd
71,WtrWd
72,WtrWd
73,WtrSat
74,WtrSun
75,WtrWd
76,WtrWd
77,WtrWd
78,WtrWd
79,WtrWd
80,WtrSat
81,WtrSun
82,WtrWd
83,WtrWd
84,WtrWd
85,WtrWd
86,WtrWd
87,WtrSat
88,WtrSun
89,WtrWd
90,SprWd
91,SprWd
92,SprWd
93,SprWd
94,SprSat
95,SprSun
96,SprWd
97,SprWd
98,SprWd
99,SprWd
100,SprWd
101,SprSat
102,SprSun
103,SprWd
104,SprWd
105,SprWd
106,SprWd
107,SprWd
108,SprSat
109,SprSun
110,SprWd
111,SprWd
112,SprWd
113,SprWd
114,SprWd
115,SprSat
116,SprSun
117,SprWd
118,SprWd
119,SprWd
120,SprWd
121,SprWd
122,SprSat
123,SprSun
124,SprWd
125,SprWd
126,SprWd
127,SprWd
128,SprWd
129,SprSat
130,SprSun
131,SprWd
132,SprWd
133,SprWd
134,SprWd
135,SprWd
136,SmrSat
137,SmrSun
138,SmrWd
139,SmrWd
140,SmrWd
141,SmrWd
142,SmrWd
143,SmrSat
144,SmrSun
145,SmrWd
146,SmrWd
147,SmrWd
148,SmrWd
149,SmrWd
150,SmrSat
151,SmrSun
152,SmrWd
153,SmrWd
154,SmrWd
155,SmrWd
156,SmrWd
157,SmrSat
158,SmrSun
159,SmrWd
160,SmrWd
161,SmrWd
162,SmrWd
163,SmrWd
164,SmrSat
165,SmrSun
166,SmrWd
167,SmrWd
168,SmrWd
169,SmrWd
170,SmrWd
171,SmrSat
172,SmrSun
173,SmrWd
174,SmrWd
175,SmrWd
176,SmrWd
177,SmrWd
178,SmrSat
179,SmrSun
180,SmrWd
181,SmrWd
182,SmrWd
183,SmrWd
184,SmrWd
185,SmrSat
186,SmrSun
187,SmrWd
188,SmrWd
189,SmrWd
190,SmrWd
191,SmrWd
192,SmrSat
193,SmrSun
194,SmrWd
195,SmrWd
196,SmrWd
197,SmrWd
198,SmrWd
199,SmrSat
200,SmrSun
201,SmrWd
202,SmrWd
203,SmrWd
204,SmrWd
205,SmrWd
206,HsrSat
207,HsrSun
208,HsrWd
209,HsrWd
210,HsrWd
211,HsrWd
212,HsrWd
213,HsrSat
214,HsrSun
215,HsrWd
216,HsrWd
217,HsrWd
218,HsrWd
219,HsrWd
220,HsrSat
221,HsrSun
222,HsrWd
223,HsrWd
224,HsrWd
225,HsrWd
226,HsrWd
227,HsrSat
228,HsrSun
229,HsrWd
230,HsrWd
231,HsrWd
232,HsrWd
233,HsrWd
234,HsrSat
235,HsrSun
236,HsrWd
237,HsrWd
238,HsrWd
239,HsrWd
240,HsrWd
241,HsrSat
242,HsrSun
243,HsrWd
244,HsrWd
245,HsrWd
246,HsrWd
247,HsrWd
248,HsrSat
249,HsrSun
250,AutWd
251,AutWd
252,AutWd
253,AutWd
254,AutWd
255,AutSat
256,AutSun
257,AutWd
258,AutWd
259,AutWd
260,AutWd
261,AutWd
262,AutSat
263,AutSun
264,AutWd
265,AutWd
266,AutWd
267,AutWd
268,AutWd
269,AutSat
270,AutSun
271,AutWd
272,AutWd
273,AutWd
274,AutWd
275,AutWd
276,AutSat
277,AutSun
278,AutWd
279,AutWd
280,AutWd
281,AutWd
282,AutWd
283,AutSat
284,AutSun
285,AutWd
286,AutWd
287,AutWd
288,AutWd
289,AutWd
290,AutSat
291,AutSun
292,AutWd
293,AutWd
294,AutWd
295,AutWd
296,AutWd
297,AutSat
298,AutSun
299,AutWd
300,AutWd
301,AutWd
302,AutWd
303,AutWd
304,AutSat
305,AutSun
306,WtrWd
307,WtrWd
308,WtrWd
309,WtrWd
310,WtrWd
311,WtrSat
312,WtrSun
313,WtrWd
314,WtrWd
315,WtrWd
316,WtrWd
